season_day,dteday,hour,casual_hour,registered_hour,count_hour,count_day,time_group
springer,2012-01-29,19,14,145,159,3243,19:00 - 20:59
springer,2012-01-29,20,13,98,111,3243,19:00 - 20:59
springer,2012-01-29,21,0,69,69,3243,21:00 - 22:59
springer,2012-01-29,22,7,57,64,3243,21:00 - 22:59
springer,2012-01-29,23,4,21,25,3243,23:00 - 24:59
springer,2012-01-30,0,0,10,10,3624,
springer,2012-01-30,1,0,9,9,3624,01:00 - 02:59
springer,2012-01-30,2,1,6,7,3624,01:00 - 02:59
springer,2012-01-30,3,0,4,4,3624,03:00 - 04:59
springer,2012-01-30,4,0,5,5,3624,03:00 - 04:59
springer,2012-01-30,5,0,26,26,3624,05:00 - 06:59
springer,2012-01-30,6,0,80,80,3624,05:00 - 06:59
springer,2012-01-30,7,4,221,225,3624,07:00 - 08:59
springer,2012-01-30,8,12,481,493,3624,07:00 - 08:59
springer,2012-01-30,9,5,193,198,3624,09:00 - 10:59
springer,2012-01-30,10,3,82,85,3624,09:00 - 10:59
springer,2012-01-30,11,6,93,99,3624,11:00 - 12:59
springer,2012-01-30,12,5,129,134,3624,11:00 - 12:59
springer,2012-01-30,13,15,117,132,3624,13:00 - 14:59
springer,2012-01-30,14,15,100,115,3624,13:00 - 14:59
springer,2012-01-30,15,7,131,138,3624,15:00 - 16:59
springer,2012-01-30,16,11,210,221,3624,15:00 - 16:59
springer,2012-01-30,17,16,422,438,3624,17:00 - 18:59
springer,2012-01-30,18,11,399,410,3624,17:00 - 18:59
springer,2012-01-30,19,8,298,306,3624,19:00 - 20:59
springer,2012-01-30,20,2,179,181,3624,19:00 - 20:59
springer,2012-01-30,21,3,159,162,3624,21:00 - 22:59
springer,2012-01-30,22,2,92,94,3624,21:00 - 22:59
springer,2012-01-30,23,0,52,52,3624,23:00 - 24:59
springer,2012-01-31,0,0,15,15,4509,
springer,2012-01-31,1,1,7,8,4509,01:00 - 02:59
springer,2012-01-31,2,0,2,2,4509,01:00 - 02:59
springer,2012-01-31,3,0,2,2,4509,03:00 - 04:59
springer,2012-01-31,4,0,1,1,4509,03:00 - 04:59
springer,2012-01-31,5,0,22,22,4509,05:00 - 06:59
springer,2012-01-31,6,0,104,104,4509,05:00 - 06:59
springer,2012-01-31,7,6,273,279,4509,07:00 - 08:59
springer,2012-01-31,8,14,498,512,4509,07:00 - 08:59
springer,2012-01-31,9,30,231,261,4509,09:00 - 10:59
springer,2012-01-31,10,34,110,144,4509,09:00 - 10:59
springer,2012-01-31,11,14,125,139,4509,11:00 - 12:59
springer,2012-01-31,12,13,181,194,4509,11:00 - 12:59
springer,2012-01-31,13,27,171,198,4509,13:00 - 14:59
springer,2012-01-31,14,18,142,160,4509,13:00 - 14:59
springer,2012-01-31,15,27,150,177,4509,15:00 - 16:59
springer,2012-01-31,16,30,277,307,4509,15:00 - 16:59
springer,2012-01-31,17,41,518,559,4509,17:00 - 18:59
springer,2012-01-31,18,16,486,502,4509,17:00 - 18:59
springer,2012-01-31,19,22,306,328,4509,19:00 - 20:59
springer,2012-01-31,20,15,223,238,4509,19:00 - 20:59
springer,2012-01-31,21,3,162,165,4509,21:00 - 22:59
springer,2012-01-31,22,11,118,129,4509,21:00 - 22:59
springer,2012-01-31,23,2,61,63,4509,23:00 - 24:59
springer,2012-02-01,0,0,31,31,4579,
springer,2012-02-01,1,0,4,4,4579,01:00 - 02:59
springer,2012-02-01,2,1,6,7,4579,01:00 - 02:59
springer,2012-02-01,3,0,3,3,4579,03:00 - 04:59
springer,2012-02-01,4,0,1,1,4579,03:00 - 04:59
springer,2012-02-01,5,0,18,18,4579,05:00 - 06:59
springer,2012-02-01,6,0,67,67,4579,05:00 - 06:59
springer,2012-02-01,7,7,201,208,4579,07:00 - 08:59
springer,2012-02-01,8,15,505,520,4579,07:00 - 08:59
springer,2012-02-01,9,9,267,276,4579,09:00 - 10:59
springer,2012-02-01,10,9,124,133,4579,09:00 - 10:59
springer,2012-02-01,11,27,116,143,4579,11:00 - 12:59
springer,2012-02-01,12,26,153,179,4579,11:00 - 12:59
springer,2012-02-01,13,12,174,186,4579,13:00 - 14:59
springer,2012-02-01,14,33,159,192,4579,13:00 - 14:59
springer,2012-02-01,15,25,169,194,4579,15:00 - 16:59
springer,2012-02-01,16,22,261,283,4579,15:00 - 16:59
springer,2012-02-01,17,31,508,539,4579,17:00 - 18:59
springer,2012-02-01,18,12,514,526,4579,17:00 - 18:59
springer,2012-02-01,19,20,315,335,4579,19:00 - 20:59
springer,2012-02-01,20,10,254,264,4579,19:00 - 20:59
springer,2012-02-01,21,16,217,233,4579,21:00 - 22:59
springer,2012-02-01,22,7,133,140,4579,21:00 - 22:59
springer,2012-02-01,23,22,75,97,4579,23:00 - 24:59
springer,2012-02-02,0,7,24,31,3761,
springer,2012-02-02,1,3,14,17,3761,01:00 - 02:59
springer,2012-02-02,2,2,7,9,3761,01:00 - 02:59
springer,2012-02-02,3,0,2,2,3761,03:00 - 04:59
springer,2012-02-02,4,0,1,1,3761,03:00 - 04:59
springer,2012-02-02,5,0,19,19,3761,05:00 - 06:59
springer,2012-02-02,6,1,73,74,3761,05:00 - 06:59
springer,2012-02-02,7,4,201,205,3761,07:00 - 08:59
springer,2012-02-02,8,9,436,445,3761,07:00 - 08:59
springer,2012-02-02,9,15,213,228,3761,09:00 - 10:59
springer,2012-02-02,10,6,72,78,3761,09:00 - 10:59
springer,2012-02-02,11,6,99,105,3761,11:00 - 12:59
springer,2012-02-02,12,8,140,148,3761,11:00 - 12:59
springer,2012-02-02,13,13,124,137,3761,13:00 - 14:59
springer,2012-02-02,14,12,129,141,3761,13:00 - 14:59
springer,2012-02-02,15,24,150,174,3761,15:00 - 16:59
springer,2012-02-02,16,18,211,229,3761,15:00 - 16:59
springer,2012-02-02,17,13,437,450,3761,17:00 - 18:59
springer,2012-02-02,18,17,393,410,3761,17:00 - 18:59
springer,2012-02-02,19,16,311,327,3761,19:00 - 20:59
springer,2012-02-02,20,9,204,213,3761,19:00 - 20:59
springer,2012-02-02,21,4,144,148,3761,21:00 - 22:59
springer,2012-02-02,22,3,106,109,3761,21:00 - 22:59
springer,2012-02-02,23,0,61,61,3761,23:00 - 24:59
springer,2012-02-03,0,1,37,38,4151,
springer,2012-02-03,1,3,19,22,4151,01:00 - 02:59
springer,2012-02-03,2,0,6,6,4151,01:00 - 02:59
springer,2012-02-03,3,0,4,4,4151,03:00 - 04:59
springer,2012-02-03,4,0,2,2,4151,03:00 - 04:59
springer,2012-02-03,5,0,17,17,4151,05:00 - 06:59
springer,2012-02-03,6,0,88,88,4151,05:00 - 06:59
springer,2012-02-03,7,10,216,226,4151,07:00 - 08:59
springer,2012-02-03,8,12,429,441,4151,07:00 - 08:59
springer,2012-02-03,9,18,252,270,4151,09:00 - 10:59
springer,2012-02-03,10,15,114,129,4151,09:00 - 10:59
springer,2012-02-03,11,15,149,164,4151,11:00 - 12:59
springer,2012-02-03,12,25,191,216,4151,11:00 - 12:59
springer,2012-02-03,13,25,173,198,4151,13:00 - 14:59
springer,2012-02-03,14,22,148,170,4151,13:00 - 14:59
springer,2012-02-03,15,48,168,216,4151,15:00 - 16:59
springer,2012-02-03,16,36,275,311,4151,15:00 - 16:59
springer,2012-02-03,17,30,458,488,4151,17:00 - 18:59
springer,2012-02-03,18,17,368,385,4151,17:00 - 18:59
springer,2012-02-03,19,11,256,267,4151,19:00 - 20:59
springer,2012-02-03,20,8,155,163,4151,19:00 - 20:59
springer,2012-02-03,21,8,126,134,4151,21:00 - 22:59
springer,2012-02-03,22,3,116,119,4151,21:00 - 22:59
springer,2012-02-03,23,3,74,77,4151,23:00 - 24:59
springer,2012-02-04,0,10,76,86,2832,
springer,2012-02-04,1,0,43,43,2832,01:00 - 02:59
springer,2012-02-04,2,6,38,44,2832,01:00 - 02:59
springer,2012-02-04,3,1,17,18,2832,03:00 - 04:59
springer,2012-02-04,4,1,5,6,2832,03:00 - 04:59
springer,2012-02-04,5,1,3,4,2832,05:00 - 06:59
springer,2012-02-04,6,1,4,5,2832,05:00 - 06:59
springer,2012-02-04,7,1,27,28,2832,07:00 - 08:59
springer,2012-02-04,8,4,86,90,2832,07:00 - 08:59
springer,2012-02-04,9,16,141,157,2832,09:00 - 10:59
springer,2012-02-04,10,31,193,224,2832,09:00 - 10:59
springer,2012-02-04,11,46,224,270,2832,11:00 - 12:59
springer,2012-02-04,12,40,260,300,2832,11:00 - 12:59
springer,2012-02-04,13,58,244,302,2832,13:00 - 14:59
springer,2012-02-04,14,47,229,276,2832,13:00 - 14:59
springer,2012-02-04,15,61,244,305,2832,15:00 - 16:59
springer,2012-02-04,16,20,123,143,2832,15:00 - 16:59
springer,2012-02-04,17,13,54,67,2832,17:00 - 18:59
springer,2012-02-04,18,6,58,64,2832,17:00 - 18:59
springer,2012-02-04,19,5,75,80,2832,19:00 - 20:59
springer,2012-02-04,20,4,73,77,2832,19:00 - 20:59
springer,2012-02-04,21,4,74,78,2832,21:00 - 22:59
springer,2012-02-04,22,4,91,95,2832,21:00 - 22:59
springer,2012-02-04,23,4,66,70,2832,23:00 - 24:59
springer,2012-02-05,0,3,58,61,2947,
springer,2012-02-05,1,5,46,51,2947,01:00 - 02:59
springer,2012-02-05,2,4,59,63,2947,01:00 - 02:59
springer,2012-02-05,3,4,13,17,2947,03:00 - 04:59
springer,2012-02-05,4,0,9,9,2947,03:00 - 04:59
springer,2012-02-05,5,0,4,4,2947,05:00 - 06:59
springer,2012-02-05,6,0,4,4,2947,05:00 - 06:59
springer,2012-02-05,7,0,16,16,2947,07:00 - 08:59
springer,2012-02-05,8,4,58,62,2947,07:00 - 08:59
springer,2012-02-05,9,9,83,92,2947,09:00 - 10:59
springer,2012-02-05,10,10,138,148,2947,09:00 - 10:59
springer,2012-02-05,11,22,160,182,2947,11:00 - 12:59
springer,2012-02-05,12,25,223,248,2947,11:00 - 12:59
springer,2012-02-05,13,33,241,274,2947,13:00 - 14:59
springer,2012-02-05,14,40,203,243,2947,13:00 - 14:59
springer,2012-02-05,15,55,217,272,2947,15:00 - 16:59
springer,2012-02-05,16,35,261,296,2947,15:00 - 16:59
springer,2012-02-05,17,31,275,306,2947,17:00 - 18:59
springer,2012-02-05,18,10,171,181,2947,17:00 - 18:59
springer,2012-02-05,19,6,63,69,2947,19:00 - 20:59
springer,2012-02-05,20,3,47,50,2947,19:00 - 20:59
springer,2012-02-05,21,6,60,66,2947,21:00 - 22:59
springer,2012-02-05,22,9,182,191,2947,21:00 - 22:59
springer,2012-02-05,23,4,38,42,2947,23:00 - 24:59
springer,2012-02-06,0,7,14,21,3784,
springer,2012-02-06,1,0,6,6,3784,01:00 - 02:59
springer,2012-02-06,2,0,3,3,3784,01:00 - 02:59
springer,2012-02-06,4,0,2,2,3784,03:00 - 04:59
springer,2012-02-06,5,0,17,17,3784,05:00 - 06:59
springer,2012-02-06,6,0,72,72,3784,05:00 - 06:59
springer,2012-02-06,7,5,229,234,3784,07:00 - 08:59
springer,2012-02-06,8,10,434,444,3784,07:00 - 08:59
springer,2012-02-06,9,8,269,277,3784,09:00 - 10:59
springer,2012-02-06,10,20,96,116,3784,09:00 - 10:59
springer,2012-02-06,11,12,104,116,3784,11:00 - 12:59
springer,2012-02-06,12,19,131,150,3784,11:00 - 12:59
springer,2012-02-06,13,17,124,141,3784,13:00 - 14:59
springer,2012-02-06,14,14,126,140,3784,13:00 - 14:59
springer,2012-02-06,15,25,146,171,3784,15:00 - 16:59
springer,2012-02-06,16,13,215,228,3784,15:00 - 16:59
springer,2012-02-06,17,13,417,430,3784,17:00 - 18:59
springer,2012-02-06,18,11,426,437,3784,17:00 - 18:59
springer,2012-02-06,19,7,284,291,3784,19:00 - 20:59
springer,2012-02-06,20,7,194,201,3784,19:00 - 20:59
springer,2012-02-06,21,11,143,154,3784,21:00 - 22:59
springer,2012-02-06,22,4,83,87,3784,21:00 - 22:59
springer,2012-02-06,23,3,43,46,3784,23:00 - 24:59
springer,2012-02-07,0,1,22,23,4375,
springer,2012-02-07,1,8,6,14,4375,01:00 - 02:59
springer,2012-02-07,2,0,4,4,4375,01:00 - 02:59
springer,2012-02-07,3,1,1,2,4375,03:00 - 04:59
springer,2012-02-07,4,0,3,3,4375,03:00 - 04:59
springer,2012-02-07,5,0,15,15,4375,05:00 - 06:59
springer,2012-02-07,6,2,98,100,4375,05:00 - 06:59
springer,2012-02-07,7,6,293,299,4375,07:00 - 08:59
springer,2012-02-07,8,7,522,529,4375,07:00 - 08:59
springer,2012-02-07,9,11,278,289,4375,09:00 - 10:59
springer,2012-02-07,10,12,104,116,4375,09:00 - 10:59
springer,2012-02-07,11,9,120,129,4375,11:00 - 12:59
springer,2012-02-07,12,9,163,172,4375,11:00 - 12:59
springer,2012-02-07,13,15,169,184,4375,13:00 - 14:59
springer,2012-02-07,14,11,127,138,4375,13:00 - 14:59
springer,2012-02-07,15,13,133,146,4375,15:00 - 16:59
springer,2012-02-07,16,19,257,276,4375,15:00 - 16:59
springer,2012-02-07,17,15,494,509,4375,17:00 - 18:59
springer,2012-02-07,18,10,508,518,4375,17:00 - 18:59
springer,2012-02-07,19,11,327,338,4375,19:00 - 20:59
springer,2012-02-07,20,6,206,212,4375,19:00 - 20:59
springer,2012-02-07,21,20,170,190,4375,21:00 - 22:59
springer,2012-02-07,22,11,107,118,4375,21:00 - 22:59
springer,2012-02-07,23,2,49,51,4375,23:00 - 24:59
springer,2012-02-08,0,2,21,23,2802,
springer,2012-02-08,1,1,9,10,2802,01:00 - 02:59
springer,2012-02-08,2,0,1,1,2802,01:00 - 02:59
springer,2012-02-08,3,0,1,1,2802,03:00 - 04:59
springer,2012-02-08,4,0,1,1,2802,03:00 - 04:59
springer,2012-02-08,5,0,20,20,2802,05:00 - 06:59
springer,2012-02-08,6,3,95,98,2802,05:00 - 06:59
springer,2012-02-08,7,5,276,281,2802,07:00 - 08:59
springer,2012-02-08,8,13,495,508,2802,07:00 - 08:59
springer,2012-02-08,9,8,245,253,2802,09:00 - 10:59
springer,2012-02-08,10,1,107,108,2802,09:00 - 10:59
springer,2012-02-08,11,5,97,102,2802,11:00 - 12:59
springer,2012-02-08,12,14,124,138,2802,11:00 - 12:59
springer,2012-02-08,13,15,111,126,2802,13:00 - 14:59
springer,2012-02-08,14,8,100,108,2802,13:00 - 14:59
springer,2012-02-08,15,5,49,54,2802,15:00 - 16:59
springer,2012-02-08,16,2,73,75,2802,15:00 - 16:59
springer,2012-02-08,17,8,147,155,2802,17:00 - 18:59
springer,2012-02-08,18,4,163,167,2802,17:00 - 18:59
springer,2012-02-08,19,3,158,161,2802,19:00 - 20:59
springer,2012-02-08,20,3,122,125,2802,19:00 - 20:59
springer,2012-02-08,21,3,126,129,2802,21:00 - 22:59
springer,2012-02-08,22,3,95,98,2802,21:00 - 22:59
springer,2012-02-08,23,3,57,60,2802,23:00 - 24:59
springer,2012-02-09,0,3,23,26,3830,
springer,2012-02-09,1,2,10,12,3830,01:00 - 02:59
springer,2012-02-09,2,0,2,2,3830,01:00 - 02:59
springer,2012-02-09,3,0,4,4,3830,03:00 - 04:59
springer,2012-02-09,4,0,1,1,3830,03:00 - 04:59
springer,2012-02-09,5,0,18,18,3830,05:00 - 06:59
springer,2012-02-09,6,1,75,76,3830,05:00 - 06:59
springer,2012-02-09,7,4,263,267,3830,07:00 - 08:59
springer,2012-02-09,8,11,473,484,3830,07:00 - 08:59
springer,2012-02-09,9,9,229,238,3830,09:00 - 10:59
springer,2012-02-09,10,7,90,97,3830,09:00 - 10:59
springer,2012-02-09,11,4,95,99,3830,11:00 - 12:59
springer,2012-02-09,12,10,148,158,3830,11:00 - 12:59
springer,2012-02-09,13,10,144,154,3830,13:00 - 14:59
springer,2012-02-09,14,18,126,144,3830,13:00 - 14:59
springer,2012-02-09,15,14,120,134,3830,15:00 - 16:59
springer,2012-02-09,16,15,223,238,3830,15:00 - 16:59
springer,2012-02-09,17,12,387,399,3830,17:00 - 18:59
springer,2012-02-09,18,13,404,417,3830,17:00 - 18:59
springer,2012-02-09,19,8,287,295,3830,19:00 - 20:59
springer,2012-02-09,20,2,197,199,3830,19:00 - 20:59
springer,2012-02-09,21,8,169,177,3830,21:00 - 22:59
springer,2012-02-09,22,3,104,107,3830,21:00 - 22:59
springer,2012-02-09,23,9,75,84,3830,23:00 - 24:59
springer,2012-02-10,0,4,39,43,3831,
springer,2012-02-10,1,2,11,13,3831,01:00 - 02:59
springer,2012-02-10,2,7,9,16,3831,01:00 - 02:59
springer,2012-02-10,3,0,5,5,3831,03:00 - 04:59
springer,2012-02-10,4,0,2,2,3831,03:00 - 04:59
springer,2012-02-10,5,0,17,17,3831,05:00 - 06:59
springer,2012-02-10,6,3,61,64,3831,05:00 - 06:59
springer,2012-02-10,7,5,225,230,3831,07:00 - 08:59
springer,2012-02-10,8,1,447,448,3831,07:00 - 08:59
springer,2012-02-10,9,10,265,275,3831,09:00 - 10:59
springer,2012-02-10,10,5,119,124,3831,09:00 - 10:59
springer,2012-02-10,11,19,134,153,3831,11:00 - 12:59
springer,2012-02-10,12,8,168,176,3831,11:00 - 12:59
springer,2012-02-10,13,22,170,192,3831,13:00 - 14:59
springer,2012-02-10,14,8,138,146,3831,13:00 - 14:59
springer,2012-02-10,15,27,164,191,3831,15:00 - 16:59
springer,2012-02-10,16,28,240,268,3831,15:00 - 16:59
springer,2012-02-10,17,15,381,396,3831,17:00 - 18:59
springer,2012-02-10,18,14,345,359,3831,17:00 - 18:59
springer,2012-02-10,19,16,246,262,3831,19:00 - 20:59
springer,2012-02-10,20,7,144,151,3831,19:00 - 20:59
springer,2012-02-10,21,14,108,122,3831,21:00 - 22:59
springer,2012-02-10,22,11,102,113,3831,21:00 - 22:59
springer,2012-02-10,23,1,64,65,3831,23:00 - 24:59
springer,2012-02-11,0,3,50,53,2169,
springer,2012-02-11,1,2,43,45,2169,01:00 - 02:59
springer,2012-02-11,2,2,24,26,2169,01:00 - 02:59
springer,2012-02-11,3,0,9,9,2169,03:00 - 04:59
springer,2012-02-11,4,0,4,4,2169,03:00 - 04:59
springer,2012-02-11,5,0,2,2,2169,05:00 - 06:59
springer,2012-02-11,6,1,8,9,2169,05:00 - 06:59
springer,2012-02-11,7,0,19,19,2169,07:00 - 08:59
springer,2012-02-11,8,1,77,78,2169,07:00 - 08:59
springer,2012-02-11,9,5,85,90,2169,09:00 - 10:59
springer,2012-02-11,10,23,143,166,2169,09:00 - 10:59
springer,2012-02-11,11,26,157,183,2169,11:00 - 12:59
springer,2012-02-11,12,25,196,221,2169,11:00 - 12:59
springer,2012-02-11,13,18,217,235,2169,13:00 - 14:59
springer,2012-02-11,14,38,205,243,2169,13:00 - 14:59
springer,2012-02-11,15,12,112,124,2169,15:00 - 16:59
springer,2012-02-11,16,12,134,146,2169,15:00 - 16:59
springer,2012-02-11,17,13,131,144,2169,17:00 - 18:59
springer,2012-02-11,18,3,105,108,2169,17:00 - 18:59
springer,2012-02-11,19,2,85,87,2169,19:00 - 20:59
springer,2012-02-11,20,1,62,63,2169,19:00 - 20:59
springer,2012-02-11,21,5,43,48,2169,21:00 - 22:59
springer,2012-02-11,22,0,46,46,2169,21:00 - 22:59
springer,2012-02-11,23,0,20,20,2169,23:00 - 24:59
springer,2012-02-12,0,0,21,21,1529,
springer,2012-02-12,1,0,24,24,1529,01:00 - 02:59
springer,2012-02-12,2,1,26,27,1529,01:00 - 02:59
springer,2012-02-12,3,0,14,14,1529,03:00 - 04:59
springer,2012-02-12,4,0,1,1,1529,03:00 - 04:59
springer,2012-02-12,5,0,3,3,1529,05:00 - 06:59
springer,2012-02-12,6,0,2,2,1529,05:00 - 06:59
springer,2012-02-12,7,0,18,18,1529,07:00 - 08:59
springer,2012-02-12,8,0,26,26,1529,07:00 - 08:59
springer,2012-02-12,9,3,60,63,1529,09:00 - 10:59
springer,2012-02-12,10,8,83,91,1529,09:00 - 10:59
springer,2012-02-12,11,3,121,124,1529,11:00 - 12:59
springer,2012-02-12,12,7,133,140,1529,11:00 - 12:59
springer,2012-02-12,13,10,128,138,1529,13:00 - 14:59
springer,2012-02-12,14,9,102,111,1529,13:00 - 14:59
springer,2012-02-12,15,5,150,155,1529,15:00 - 16:59
springer,2012-02-12,16,16,148,164,1529,15:00 - 16:59
springer,2012-02-12,17,4,83,87,1529,17:00 - 18:59
springer,2012-02-12,18,4,92,96,1529,17:00 - 18:59
springer,2012-02-12,19,2,78,80,1529,19:00 - 20:59
springer,2012-02-12,20,1,56,57,1529,19:00 - 20:59
springer,2012-02-12,21,0,36,36,1529,21:00 - 22:59
springer,2012-02-12,22,0,28,28,1529,21:00 - 22:59
springer,2012-02-12,23,0,23,23,1529,23:00 - 24:59
springer,2012-02-13,0,0,9,9,3422,
springer,2012-02-13,1,0,6,6,3422,01:00 - 02:59
springer,2012-02-13,2,0,4,4,3422,01:00 - 02:59
springer,2012-02-13,3,0,1,1,3422,03:00 - 04:59
springer,2012-02-13,4,0,2,2,3422,03:00 - 04:59
springer,2012-02-13,5,0,17,17,3422,05:00 - 06:59
springer,2012-02-13,6,1,71,72,3422,05:00 - 06:59
springer,2012-02-13,7,1,194,195,3422,07:00 - 08:59
springer,2012-02-13,8,4,413,417,3422,07:00 - 08:59
springer,2012-02-13,9,7,198,205,3422,09:00 - 10:59
springer,2012-02-13,10,1,70,71,3422,09:00 - 10:59
springer,2012-02-13,11,5,85,90,3422,11:00 - 12:59
springer,2012-02-13,12,7,111,118,3422,11:00 - 12:59
springer,2012-02-13,13,11,129,140,3422,13:00 - 14:59
springer,2012-02-13,14,10,125,135,3422,13:00 - 14:59
springer,2012-02-13,15,10,145,155,3422,15:00 - 16:59
springer,2012-02-13,16,5,206,211,3422,15:00 - 16:59
springer,2012-02-13,17,8,399,407,3422,17:00 - 18:59
springer,2012-02-13,18,6,399,405,3422,17:00 - 18:59
springer,2012-02-13,19,7,256,263,3422,19:00 - 20:59
springer,2012-02-13,20,4,210,214,3422,19:00 - 20:59
springer,2012-02-13,21,2,145,147,3422,21:00 - 22:59
springer,2012-02-13,22,3,99,102,3422,21:00 - 22:59
springer,2012-02-13,23,2,34,36,3422,23:00 - 24:59
springer,2012-02-14,0,0,14,14,3922,
springer,2012-02-14,1,0,6,6,3922,01:00 - 02:59
springer,2012-02-14,2,0,3,3,3922,01:00 - 02:59
springer,2012-02-14,3,0,3,3,3922,03:00 - 04:59
springer,2012-02-14,4,0,2,2,3922,03:00 - 04:59
springer,2012-02-14,5,2,20,22,3922,05:00 - 06:59
springer,2012-02-14,6,1,89,90,3922,05:00 - 06:59
springer,2012-02-14,7,4,276,280,3922,07:00 - 08:59
springer,2012-02-14,8,3,510,513,3922,07:00 - 08:59
springer,2012-02-14,9,6,256,262,3922,09:00 - 10:59
springer,2012-02-14,10,8,90,98,3922,09:00 - 10:59
springer,2012-02-14,11,5,107,112,3922,11:00 - 12:59
springer,2012-02-14,12,10,162,172,3922,11:00 - 12:59
springer,2012-02-14,13,6,167,173,3922,13:00 - 14:59
springer,2012-02-14,14,13,111,124,3922,13:00 - 14:59
springer,2012-02-14,15,7,138,145,3922,15:00 - 16:59
springer,2012-02-14,16,15,251,266,3922,15:00 - 16:59
springer,2012-02-14,17,19,504,523,3922,17:00 - 18:59
springer,2012-02-14,18,8,398,406,3922,17:00 - 18:59
springer,2012-02-14,19,11,270,281,3922,19:00 - 20:59
springer,2012-02-14,20,6,178,184,3922,19:00 - 20:59
springer,2012-02-14,21,4,105,109,3922,21:00 - 22:59
springer,2012-02-14,22,5,72,77,3922,21:00 - 22:59
springer,2012-02-14,23,2,55,57,3922,23:00 - 24:59
springer,2012-02-15,0,0,22,22,4169,
springer,2012-02-15,1,0,5,5,4169,01:00 - 02:59
springer,2012-02-15,2,0,4,4,4169,01:00 - 02:59
springer,2012-02-15,3,0,3,3,4169,03:00 - 04:59
springer,2012-02-15,4,0,1,1,4169,03:00 - 04:59
springer,2012-02-15,5,0,25,25,4169,05:00 - 06:59
springer,2012-02-15,6,3,92,95,4169,05:00 - 06:59
springer,2012-02-15,7,3,318,321,4169,07:00 - 08:59
springer,2012-02-15,8,7,508,515,4169,07:00 - 08:59
springer,2012-02-15,9,5,226,231,4169,09:00 - 10:59
springer,2012-02-15,10,12,108,120,4169,09:00 - 10:59
springer,2012-02-15,11,13,125,138,4169,11:00 - 12:59
springer,2012-02-15,12,11,152,163,4169,11:00 - 12:59
springer,2012-02-15,13,11,159,170,4169,13:00 - 14:59
springer,2012-02-15,14,6,128,134,4169,13:00 - 14:59
springer,2012-02-15,15,7,164,171,4169,15:00 - 16:59
springer,2012-02-15,16,9,222,231,4169,15:00 - 16:59
springer,2012-02-15,17,17,470,487,4169,17:00 - 18:59
springer,2012-02-15,18,9,459,468,4169,17:00 - 18:59
springer,2012-02-15,19,9,302,311,4169,19:00 - 20:59
springer,2012-02-15,20,4,207,211,4169,19:00 - 20:59
springer,2012-02-15,21,8,170,178,4169,21:00 - 22:59
springer,2012-02-15,22,3,104,107,4169,21:00 - 22:59
springer,2012-02-15,23,4,54,58,4169,23:00 - 24:59
springer,2012-02-16,0,1,22,23,3005,
springer,2012-02-16,1,0,5,5,3005,01:00 - 02:59
springer,2012-02-16,2,1,6,7,3005,01:00 - 02:59
springer,2012-02-16,3,0,1,1,3005,03:00 - 04:59
springer,2012-02-16,4,0,3,3,3005,03:00 - 04:59
springer,2012-02-16,5,0,20,20,3005,05:00 - 06:59
springer,2012-02-16,6,4,83,87,3005,05:00 - 06:59
springer,2012-02-16,7,3,285,288,3005,07:00 - 08:59
springer,2012-02-16,8,9,489,498,3005,07:00 - 08:59
springer,2012-02-16,9,3,199,202,3005,09:00 - 10:59
springer,2012-02-16,10,2,42,44,3005,09:00 - 10:59
springer,2012-02-16,11,2,69,71,3005,11:00 - 12:59
springer,2012-02-16,12,1,44,45,3005,11:00 - 12:59
springer,2012-02-16,13,2,62,64,3005,13:00 - 14:59
springer,2012-02-16,14,1,30,31,3005,13:00 - 14:59
springer,2012-02-16,15,3,50,53,3005,15:00 - 16:59
springer,2012-02-16,16,8,110,118,3005,15:00 - 16:59
springer,2012-02-16,17,8,281,289,3005,17:00 - 18:59
springer,2012-02-16,18,8,345,353,3005,17:00 - 18:59
springer,2012-02-16,19,4,254,258,3005,19:00 - 20:59
springer,2012-02-16,20,5,211,216,3005,19:00 - 20:59
springer,2012-02-16,21,3,142,145,3005,21:00 - 22:59
springer,2012-02-16,22,3,108,111,3005,21:00 - 22:59
springer,2012-02-16,23,3,70,73,3005,23:00 - 24:59
springer,2012-02-17,0,2,32,34,4154,
springer,2012-02-17,1,2,16,18,4154,01:00 - 02:59
springer,2012-02-17,2,1,11,12,4154,01:00 - 02:59
springer,2012-02-17,3,0,1,1,4154,03:00 - 04:59
springer,2012-02-17,4,0,1,1,4154,03:00 - 04:59
springer,2012-02-17,5,0,16,16,4154,05:00 - 06:59
springer,2012-02-17,6,1,70,71,4154,05:00 - 06:59
springer,2012-02-17,7,4,222,226,4154,07:00 - 08:59
springer,2012-02-17,8,4,516,520,4154,07:00 - 08:59
springer,2012-02-17,9,8,275,283,4154,09:00 - 10:59
springer,2012-02-17,10,13,103,116,4154,09:00 - 10:59
springer,2012-02-17,11,9,133,142,4154,11:00 - 12:59
springer,2012-02-17,12,21,177,198,4154,11:00 - 12:59
springer,2012-02-17,13,34,171,205,4154,13:00 - 14:59
springer,2012-02-17,14,33,137,170,4154,13:00 - 14:59
springer,2012-02-17,15,41,180,221,4154,15:00 - 16:59
springer,2012-02-17,16,56,251,307,4154,15:00 - 16:59
springer,2012-02-17,17,36,429,465,4154,17:00 - 18:59
springer,2012-02-17,18,15,362,377,4154,17:00 - 18:59
